               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 132,            0.029695,           0.0083837,           0.0033855,             0.95047,              0.9291,             0.94673,             0.53407,             0.03099,           0.0055978,            0.001759,            0.005677,            0.005677,            0.005677
                 133,            0.030632,           0.0085796,           0.0035692,             0.93822,             0.93792,             0.94936,             0.53752,            0.030816,           0.0055599,           0.0019148,            0.005644,            0.005644,            0.005644
                 134,            0.031399,           0.0084571,           0.0037018,             0.93718,             0.93657,             0.94199,             0.51496,            0.031688,           0.0057074,            0.002258,            0.005611,            0.005611,            0.005611
                 135,            0.029965,            0.008554,           0.0029313,             0.93986,             0.92786,             0.95272,             0.54244,             0.03334,           0.0057828,             0.00183,            0.005578,            0.005578,            0.005578
                 136,             0.03013,           0.0085236,           0.0035083,             0.93051,             0.95251,             0.95432,             0.53974,             0.03405,           0.0056362,           0.0015263,            0.005545,            0.005545,            0.005545
                 137,            0.030663,           0.0085213,           0.0033986,              0.9336,             0.93814,             0.95612,             0.54135,            0.033344,           0.0056788,           0.0016204,            0.005512,            0.005512,            0.005512
                 138,            0.029784,           0.0085071,           0.0030387,             0.92795,             0.92798,             0.93192,             0.52591,            0.030974,           0.0056858,           0.0017975,            0.005479,            0.005479,            0.005479
                 139,             0.02936,            0.008544,           0.0027552,             0.94539,             0.95704,             0.94769,             0.55409,            0.031812,           0.0054731,           0.0024767,            0.005446,            0.005446,            0.005446
                 140,            0.030983,            0.008817,           0.0034072,             0.93142,             0.94458,             0.95708,             0.54543,            0.031617,           0.0055965,           0.0024251,            0.005413,            0.005413,            0.005413
                 141,             0.03008,           0.0092723,           0.0032095,             0.93937,             0.93168,             0.95604,             0.54699,            0.030311,           0.0057983,            0.002368,             0.00538,             0.00538,             0.00538
                 142,            0.029988,           0.0080493,           0.0029994,             0.93283,             0.95139,             0.95097,              0.5419,            0.029984,           0.0056721,           0.0021528,            0.005347,            0.005347,            0.005347
                 143,            0.029287,           0.0084707,            0.002736,             0.91948,             0.93512,             0.94796,             0.55323,            0.031453,           0.0055828,           0.0019947,            0.005314,            0.005314,            0.005314
                 144,            0.030478,           0.0084537,           0.0028653,             0.91804,             0.92874,             0.94116,             0.54598,            0.031021,           0.0059179,           0.0022098,            0.005281,            0.005281,            0.005281
                 145,            0.030663,           0.0080878,           0.0024976,             0.93348,             0.92875,             0.93885,             0.51419,            0.029548,           0.0058327,           0.0025196,            0.005248,            0.005248,            0.005248
                 146,             0.02913,           0.0085101,           0.0026602,             0.93337,             0.93759,             0.93728,             0.52386,            0.031852,           0.0057936,           0.0030025,            0.005215,            0.005215,            0.005215
                 147,            0.030058,           0.0079715,           0.0025194,             0.92581,             0.92121,             0.94349,             0.52133,            0.032456,            0.005832,           0.0030807,            0.005182,            0.005182,            0.005182
                 148,              0.0297,           0.0082889,            0.003705,             0.95593,             0.91731,             0.94273,             0.55324,             0.03245,           0.0058228,           0.0030329,            0.005149,            0.005149,            0.005149
                 149,            0.029304,           0.0084095,           0.0027935,             0.93075,             0.95012,             0.94723,             0.53666,            0.032596,           0.0057576,           0.0029664,            0.005116,            0.005116,            0.005116
                 150,            0.029517,           0.0084437,           0.0035131,             0.94575,             0.91965,             0.93692,             0.55858,            0.031021,           0.0058339,           0.0030015,            0.005083,            0.005083,            0.005083
                 151,            0.029645,           0.0080841,           0.0027842,             0.93648,              0.9195,             0.94152,             0.54638,            0.031504,           0.0058867,           0.0030781,             0.00505,             0.00505,             0.00505
                 152,            0.028667,           0.0076956,           0.0023696,             0.94358,             0.94861,             0.95005,             0.55368,              0.0311,           0.0058727,           0.0019789,            0.005017,            0.005017,            0.005017
                 153,            0.030204,           0.0083554,           0.0029634,             0.94226,              0.9533,             0.95819,             0.56757,            0.030168,           0.0057437,           0.0016294,            0.004984,            0.004984,            0.004984
                 154,            0.028664,           0.0084371,           0.0032519,             0.93671,             0.94734,             0.95661,              0.5513,            0.028961,           0.0057071,           0.0017899,            0.004951,            0.004951,            0.004951
                 155,            0.028685,           0.0086411,           0.0028689,             0.91588,             0.95696,             0.95595,             0.54814,            0.030926,           0.0056486,           0.0023814,            0.004918,            0.004918,            0.004918
                 156,            0.029402,           0.0081961,           0.0025926,             0.92619,             0.95778,             0.95512,             0.56079,            0.031912,           0.0056775,           0.0019399,            0.004885,            0.004885,            0.004885
                 157,            0.028747,           0.0081452,           0.0026402,             0.93384,             0.95465,             0.95558,             0.55178,             0.03146,           0.0057497,           0.0016783,            0.004852,            0.004852,            0.004852
                 158,            0.028748,           0.0077965,           0.0028037,             0.94219,             0.96313,             0.95496,             0.55175,            0.031366,           0.0057761,           0.0017246,            0.004819,            0.004819,            0.004819
                 159,            0.028038,           0.0079124,           0.0025588,             0.94818,             0.96578,             0.96109,             0.54908,            0.030352,           0.0057615,           0.0014256,            0.004786,            0.004786,            0.004786
                 160,            0.028741,           0.0080626,            0.002929,             0.95597,             0.95043,             0.95223,             0.53788,             0.03098,           0.0057351,           0.0015169,            0.004753,            0.004753,            0.004753
                 161,            0.029401,           0.0080745,           0.0032254,              0.9415,             0.93785,             0.94766,             0.55578,            0.031246,           0.0057192,           0.0013139,             0.00472,             0.00472,             0.00472
                 162,            0.029349,           0.0078294,           0.0038384,             0.95047,             0.91904,             0.95153,             0.54919,            0.031089,           0.0056814,           0.0017324,            0.004687,            0.004687,            0.004687
                 163,             0.02869,           0.0080022,           0.0031351,             0.93517,             0.95115,             0.95508,             0.56586,            0.028061,           0.0053755,           0.0017956,            0.004654,            0.004654,            0.004654
                 164,            0.028262,           0.0084312,           0.0024122,             0.93046,             0.95279,             0.95663,             0.58164,             0.02867,            0.005428,           0.0015722,            0.004621,            0.004621,            0.004621
                 165,            0.027415,           0.0081646,           0.0024193,             0.92775,             0.95873,             0.95147,             0.54298,            0.030085,           0.0056082,           0.0018709,            0.004588,            0.004588,            0.004588
                 166,            0.026625,           0.0075713,           0.0019041,             0.93039,             0.96247,             0.95019,              0.5555,            0.029233,           0.0054315,           0.0020075,            0.004555,            0.004555,            0.004555
                 167,            0.028785,           0.0078158,           0.0023595,               0.919,             0.95656,             0.93974,             0.54514,            0.030893,           0.0054925,           0.0019168,            0.004522,            0.004522,            0.004522
                 168,            0.028129,            0.007848,            0.002759,             0.94331,             0.93905,             0.93683,             0.54725,            0.029274,           0.0054973,           0.0015413,            0.004489,            0.004489,            0.004489
                 169,             0.02783,           0.0082679,           0.0024662,             0.94586,              0.9513,               0.936,             0.54662,            0.029127,           0.0054932,           0.0015231,            0.004456,            0.004456,            0.004456
                 170,            0.028384,           0.0085171,           0.0028672,             0.94542,             0.95936,             0.93941,             0.54551,            0.030614,           0.0055577,           0.0017319,            0.004423,            0.004423,            0.004423
                 171,            0.027761,           0.0079925,           0.0027451,             0.94152,             0.94896,             0.95084,             0.55553,            0.029517,           0.0056887,           0.0019368,             0.00439,             0.00439,             0.00439
                 172,            0.027497,            0.008438,           0.0029473,             0.93401,             0.94788,              0.9499,             0.53744,             0.03033,           0.0057672,           0.0019936,            0.004357,            0.004357,            0.004357
                 173,            0.027426,           0.0082984,            0.002698,             0.93928,              0.9544,             0.95231,             0.54114,            0.029232,           0.0056747,           0.0018011,            0.004324,            0.004324,            0.004324
                 174,            0.026128,           0.0080442,           0.0021269,             0.93893,             0.94929,              0.9459,             0.53661,            0.029519,           0.0054992,           0.0021741,            0.004291,            0.004291,            0.004291
                 175,            0.026887,           0.0079795,           0.0020193,             0.93755,             0.95579,             0.94463,             0.55087,            0.031559,           0.0054299,           0.0024087,            0.004258,            0.004258,            0.004258
                 176,            0.027435,           0.0080654,           0.0024723,             0.93705,             0.95061,             0.94969,             0.54077,            0.031158,           0.0055116,           0.0026026,            0.004225,            0.004225,            0.004225
                 177,             0.02739,           0.0076248,           0.0027775,             0.93226,             0.95877,             0.95159,             0.53806,            0.028328,           0.0055132,           0.0028272,            0.004192,            0.004192,            0.004192
                 178,            0.026106,           0.0078641,           0.0027184,             0.93617,             0.95427,             0.94797,             0.54042,            0.028659,           0.0054836,           0.0027719,            0.004159,            0.004159,            0.004159
                 179,            0.027999,           0.0081518,           0.0026973,             0.94235,             0.94032,             0.95021,              0.5309,            0.028658,           0.0053562,           0.0024295,            0.004126,            0.004126,            0.004126
                 180,            0.027077,           0.0076993,           0.0027842,             0.92816,             0.94649,             0.94899,             0.55021,            0.028894,           0.0055056,           0.0025102,            0.004093,            0.004093,            0.004093
                 181,            0.026857,           0.0082178,           0.0029681,             0.92973,              0.9464,             0.95371,             0.55639,            0.029757,           0.0057243,           0.0025463,             0.00406,             0.00406,             0.00406
                 182,            0.026567,            0.007667,           0.0024071,             0.92865,             0.93642,             0.93573,             0.51653,            0.030371,           0.0056712,             0.00283,            0.004027,            0.004027,            0.004027
                 183,            0.027459,           0.0073708,           0.0025564,             0.93682,             0.96439,             0.94756,             0.53161,            0.029791,           0.0058486,           0.0025038,            0.003994,            0.003994,            0.003994
                 184,            0.026574,           0.0080217,           0.0021962,              0.9398,             0.96286,             0.94815,             0.52619,            0.032605,           0.0059681,           0.0020808,            0.003961,            0.003961,            0.003961
                 185,            0.026669,           0.0077978,           0.0027397,             0.93826,             0.96373,             0.95011,             0.54073,            0.029926,           0.0057198,           0.0018182,            0.003928,            0.003928,            0.003928
                 186,            0.026349,           0.0081369,           0.0024117,              0.9317,             0.95506,              0.9521,             0.57676,            0.029563,            0.005613,           0.0021439,            0.003895,            0.003895,            0.003895
                 187,            0.026408,           0.0077775,           0.0027843,             0.93264,             0.95756,              0.9485,             0.55828,            0.029996,           0.0055955,           0.0021903,            0.003862,            0.003862,            0.003862
                 188,            0.025824,           0.0073654,           0.0024369,              0.9367,             0.95263,             0.94543,             0.54467,             0.02915,           0.0055561,           0.0019366,            0.003829,            0.003829,            0.003829
                 189,            0.026699,           0.0081962,           0.0024375,             0.94704,             0.96651,              0.9484,             0.55409,            0.028617,           0.0054677,           0.0013397,            0.003796,            0.003796,            0.003796
                 190,            0.025905,            0.007208,           0.0018585,             0.94936,              0.9664,             0.94986,             0.55115,            0.028229,           0.0054242,           0.0012513,            0.003763,            0.003763,            0.003763
                 191,             0.02539,           0.0076408,           0.0020086,             0.95142,             0.96381,             0.95245,             0.53886,            0.028473,           0.0055911,           0.0013815,             0.00373,             0.00373,             0.00373
                 192,            0.027015,           0.0077173,           0.0023921,             0.94866,             0.95798,             0.95366,              0.5531,            0.027627,           0.0055415,           0.0015815,            0.003697,            0.003697,            0.003697
                 193,            0.025651,           0.0074378,            0.002538,             0.92942,             0.96222,             0.95341,             0.55733,            0.027257,           0.0054153,            0.001935,            0.003664,            0.003664,            0.003664
                 194,             0.02623,           0.0083726,           0.0029082,             0.91712,              0.9676,             0.95818,             0.56335,            0.025736,           0.0053393,           0.0023477,            0.003631,            0.003631,            0.003631
                 195,            0.026177,           0.0076855,           0.0026365,             0.93675,             0.95227,             0.95123,              0.5525,            0.028047,           0.0054528,           0.0021347,            0.003598,            0.003598,            0.003598
                 196,            0.025099,           0.0076952,           0.0029495,             0.93371,             0.95418,             0.94942,             0.54895,            0.029675,           0.0055637,           0.0021715,            0.003565,            0.003565,            0.003565
                 197,            0.024679,           0.0075273,           0.0020433,             0.92943,              0.9561,             0.95157,             0.55533,            0.028298,           0.0054607,           0.0023368,            0.003532,            0.003532,            0.003532
                 198,            0.025352,           0.0076956,           0.0016252,             0.92737,             0.95668,             0.94622,             0.55249,            0.028858,           0.0055056,            0.002297,            0.003499,            0.003499,            0.003499
                 199,            0.025154,           0.0072602,           0.0020284,             0.91961,             0.96695,              0.9474,             0.55271,            0.028085,           0.0056117,           0.0024134,            0.003466,            0.003466,            0.003466
                 200,            0.025184,           0.0078751,           0.0020383,             0.92933,             0.95584,             0.94205,             0.56345,            0.028064,           0.0053724,            0.002404,            0.003433,            0.003433,            0.003433
                 201,             0.02425,            0.007558,           0.0018745,              0.9312,             0.94965,             0.94062,             0.55253,            0.028717,           0.0054801,           0.0022078,              0.0034,              0.0034,              0.0034
                 202,            0.025321,           0.0076307,           0.0023541,             0.94337,             0.94033,             0.93681,             0.53186,            0.030005,           0.0058041,           0.0020584,            0.003367,            0.003367,            0.003367
                 203,            0.025403,           0.0076098,           0.0020133,             0.90559,             0.95307,              0.9436,             0.53627,            0.028786,           0.0056289,           0.0025465,            0.003334,            0.003334,            0.003334
                 204,            0.024824,           0.0072196,           0.0022289,             0.93221,             0.93886,             0.94786,             0.52183,            0.029701,           0.0057456,           0.0027018,            0.003301,            0.003301,            0.003301
                 205,            0.025774,           0.0079304,           0.0028536,             0.93645,             0.94376,             0.94681,             0.54166,            0.027726,           0.0056591,           0.0024061,            0.003268,            0.003268,            0.003268
                 206,            0.024997,           0.0079083,           0.0022646,             0.92506,             0.95637,             0.94747,             0.54534,            0.029411,           0.0056874,           0.0024206,            0.003235,            0.003235,            0.003235
                 207,            0.024756,           0.0076967,           0.0020061,             0.92733,             0.94669,             0.94872,             0.54285,            0.029602,           0.0056527,           0.0021868,            0.003202,            0.003202,            0.003202
                 208,             0.02493,           0.0076516,           0.0028623,             0.92353,              0.9605,              0.9523,             0.53863,            0.030115,           0.0056508,           0.0018023,            0.003169,            0.003169,            0.003169
                 209,            0.025106,           0.0079031,           0.0026263,             0.92564,             0.95186,             0.94878,             0.54109,            0.028921,           0.0055501,           0.0020635,            0.003136,            0.003136,            0.003136
                 210,             0.02453,           0.0076813,           0.0018848,             0.91355,             0.94426,             0.95107,               0.556,            0.029345,            0.005496,           0.0023296,            0.003103,            0.003103,            0.003103
                 211,            0.024603,           0.0074715,           0.0020812,             0.92385,              0.9419,             0.94938,             0.54342,            0.029338,           0.0055898,           0.0023838,             0.00307,             0.00307,             0.00307
                 212,            0.023265,           0.0074475,           0.0021843,             0.94222,             0.92665,             0.94878,             0.54802,            0.029743,           0.0056423,           0.0024598,            0.003037,            0.003037,            0.003037
                 213,            0.025032,           0.0074616,           0.0021199,             0.93429,             0.95101,             0.94868,             0.54402,            0.028388,           0.0055374,           0.0023444,            0.003004,            0.003004,            0.003004
                 214,            0.024286,           0.0081218,           0.0021424,              0.9379,             0.95939,             0.95034,             0.56712,            0.028222,           0.0054531,           0.0017922,            0.002971,            0.002971,            0.002971
                 215,            0.024856,           0.0077456,           0.0023927,             0.93753,             0.97046,             0.95392,             0.56311,            0.028723,           0.0054111,           0.0014247,            0.002938,            0.002938,            0.002938
                 216,            0.024012,           0.0079129,           0.0021378,             0.94053,             0.96357,             0.95233,             0.55185,            0.028914,           0.0054614,           0.0015053,            0.002905,            0.002905,            0.002905
                 217,              0.0239,            0.007467,           0.0021404,             0.94548,             0.95725,             0.95234,             0.56901,            0.028894,            0.005463,           0.0020809,            0.002872,            0.002872,            0.002872
                 218,            0.023845,           0.0076825,           0.0017522,              0.9445,             0.95128,             0.94846,             0.55094,            0.029495,           0.0055408,           0.0022717,            0.002839,            0.002839,            0.002839
                 219,            0.024347,           0.0074479,            0.002249,             0.94131,             0.95592,             0.94746,             0.54498,            0.029314,           0.0055167,           0.0021355,            0.002806,            0.002806,            0.002806
                 220,            0.023864,            0.007353,           0.0021192,             0.93464,             0.94582,             0.94928,             0.54429,            0.029339,           0.0056648,           0.0021401,            0.002773,            0.002773,            0.002773
                 221,            0.024084,            0.007774,           0.0021279,             0.93305,             0.93944,             0.94943,             0.53859,            0.031015,           0.0056489,           0.0021965,             0.00274,             0.00274,             0.00274
                 222,            0.025071,           0.0072167,           0.0025907,             0.93535,             0.93749,             0.94574,             0.53244,            0.030578,           0.0056407,           0.0022887,            0.002707,            0.002707,            0.002707
                 223,            0.023658,            0.007339,           0.0020943,             0.93749,             0.93367,             0.94875,             0.53731,            0.029886,            0.005628,           0.0023237,            0.002674,            0.002674,            0.002674
                 224,            0.023893,           0.0073955,           0.0020331,             0.94019,             0.92951,             0.95084,             0.54984,            0.030746,            0.005572,           0.0024087,            0.002641,            0.002641,            0.002641
                 225,            0.023022,           0.0070896,           0.0019951,             0.93357,                0.95,             0.95004,             0.55074,            0.029466,           0.0056423,           0.0022796,            0.002608,            0.002608,            0.002608
                 226,            0.023684,            0.007371,           0.0024148,             0.93094,             0.94496,             0.95051,             0.56344,              0.0285,           0.0056136,           0.0021057,            0.002575,            0.002575,            0.002575
                 227,            0.023857,           0.0073256,           0.0020398,             0.92593,             0.95796,             0.95075,             0.56315,            0.028071,           0.0054824,           0.0019586,            0.002542,            0.002542,            0.002542
                 228,            0.023645,           0.0075247,           0.0020318,              0.9284,             0.95606,             0.95061,             0.56478,            0.028357,           0.0054258,           0.0020629,            0.002509,            0.002509,            0.002509
                 229,            0.022904,           0.0073224,           0.0021286,              0.9294,             0.95085,             0.95674,             0.56208,            0.028676,           0.0055024,           0.0023033,            0.002476,            0.002476,            0.002476
                 230,            0.023411,           0.0071768,           0.0028457,             0.95856,             0.92901,             0.96157,             0.57454,             0.02807,           0.0054038,            0.002286,            0.002443,            0.002443,            0.002443
                 231,            0.023048,            0.007322,           0.0022939,             0.93549,             0.95059,             0.95341,             0.55973,            0.029136,           0.0056521,           0.0023125,             0.00241,             0.00241,             0.00241
                 232,            0.024003,           0.0070558,           0.0022435,             0.92948,             0.94049,             0.95316,             0.55303,            0.029598,           0.0057624,            0.002452,            0.002377,            0.002377,            0.002377
                 233,            0.023063,           0.0070639,           0.0019178,             0.91505,             0.95985,             0.95392,             0.55923,            0.028735,           0.0056578,           0.0023791,            0.002344,            0.002344,            0.002344
                 234,            0.022727,           0.0071503,           0.0015553,             0.92716,             0.96261,             0.95723,             0.56217,            0.028622,           0.0055676,           0.0021241,            0.002311,            0.002311,            0.002311
                 235,            0.023222,           0.0072553,           0.0019394,             0.93327,             0.95748,             0.95514,             0.55641,            0.027646,           0.0054582,           0.0016975,            0.002278,            0.002278,            0.002278
                 236,            0.022801,           0.0071972,           0.0020518,             0.93129,             0.96257,             0.95591,             0.55954,            0.027577,           0.0054582,           0.0016207,            0.002245,            0.002245,            0.002245
                 237,            0.022668,           0.0071868,           0.0025178,             0.92985,             0.96017,             0.95716,             0.56286,            0.027559,            0.005518,           0.0019001,            0.002212,            0.002212,            0.002212
                 238,            0.023095,           0.0076772,           0.0019329,             0.94326,             0.92826,              0.9526,              0.5635,            0.028484,           0.0055205,           0.0019376,            0.002179,            0.002179,            0.002179
                 239,            0.022335,           0.0071186,            0.001843,             0.92651,              0.9573,             0.95171,             0.57389,            0.028353,           0.0055154,           0.0021116,            0.002146,            0.002146,            0.002146
                 240,            0.022238,           0.0068228,           0.0019115,             0.93035,             0.95862,             0.95244,             0.55388,             0.02861,           0.0055501,           0.0021583,            0.002113,            0.002113,            0.002113
                 241,            0.021845,           0.0071642,            0.001992,             0.93866,             0.94732,              0.9554,             0.56904,            0.028952,           0.0055672,           0.0021544,             0.00208,             0.00208,             0.00208
                 242,            0.021974,           0.0069204,           0.0017029,             0.93502,             0.94874,             0.95616,             0.55443,            0.028195,           0.0055596,           0.0022834,            0.002047,            0.002047,            0.002047
                 243,            0.023235,           0.0075362,           0.0021223,             0.94012,             0.94874,             0.95164,             0.55783,            0.028201,            0.005483,           0.0023046,            0.002014,            0.002014,            0.002014
                 244,            0.022588,           0.0071934,           0.0019067,             0.94847,              0.9426,             0.94985,             0.56429,            0.027948,           0.0054795,           0.0023785,            0.001981,            0.001981,            0.001981
                 245,            0.022657,           0.0072173,           0.0016034,              0.9525,             0.94059,             0.94776,             0.54842,            0.028638,           0.0055666,           0.0022133,            0.001948,            0.001948,            0.001948
                 246,            0.022381,           0.0069918,           0.0024968,             0.94423,             0.94652,             0.95614,             0.56743,            0.028195,           0.0054413,           0.0022528,            0.001915,            0.001915,            0.001915
                 247,            0.022342,           0.0070389,           0.0023201,             0.93967,              0.9589,             0.95236,             0.55801,            0.027335,           0.0053981,           0.0023464,            0.001882,            0.001882,            0.001882
                 248,             0.02197,           0.0071308,           0.0018209,             0.94496,             0.95084,             0.95723,             0.56898,            0.027507,           0.0054096,           0.0018951,            0.001849,            0.001849,            0.001849
                 249,            0.021831,           0.0070192,           0.0017948,             0.95294,             0.95059,             0.95879,             0.55956,            0.027066,           0.0054162,           0.0015064,            0.001816,            0.001816,            0.001816
                 250,             0.02239,            0.007252,           0.0018909,              0.9527,             0.94644,             0.95608,             0.56245,            0.027766,           0.0054919,           0.0015314,            0.001783,            0.001783,            0.001783
                 251,            0.021568,           0.0066089,           0.0016496,             0.93374,             0.96181,             0.95131,             0.56422,            0.027633,           0.0054286,           0.0016804,             0.00175,             0.00175,             0.00175
                 252,            0.021912,           0.0072196,           0.0015914,              0.9412,             0.95761,              0.9533,             0.55345,            0.028241,            0.005318,           0.0017552,            0.001717,            0.001717,            0.001717
                 253,            0.021587,           0.0070269,           0.0016889,             0.94132,              0.9576,             0.95604,             0.55926,            0.027929,           0.0053434,           0.0017201,            0.001684,            0.001684,            0.001684
                 254,            0.021745,           0.0068484,           0.0019157,             0.94103,             0.95719,             0.95994,             0.57156,            0.027357,           0.0053326,           0.0017768,            0.001651,            0.001651,            0.001651
                 255,            0.022014,           0.0071523,           0.0019559,             0.94295,             0.94936,             0.95719,             0.57098,            0.027907,           0.0054197,           0.0018636,            0.001618,            0.001618,            0.001618
                 256,            0.021668,           0.0074449,           0.0020278,             0.95266,              0.9452,             0.95434,             0.55637,            0.028314,           0.0053676,           0.0020152,            0.001585,            0.001585,            0.001585
                 257,            0.022232,           0.0067271,           0.0017178,             0.95087,             0.94201,             0.95355,             0.56481,            0.028284,           0.0053692,           0.0020408,            0.001552,            0.001552,            0.001552
                 258,            0.021964,            0.007115,           0.0017748,             0.94092,             0.94171,             0.95578,             0.56454,            0.027996,           0.0053911,           0.0020824,            0.001519,            0.001519,            0.001519
                 259,            0.021521,            0.007215,            0.001855,               0.947,             0.93899,             0.95314,             0.56417,            0.028271,           0.0054976,           0.0020572,            0.001486,            0.001486,            0.001486
                 260,            0.020214,           0.0069234,             0.00164,             0.94951,              0.9366,             0.95137,             0.57261,            0.028148,           0.0054836,           0.0020487,            0.001453,            0.001453,            0.001453
                 261,            0.021167,           0.0070784,           0.0015939,             0.94306,             0.93603,             0.95131,             0.56576,            0.027457,           0.0054331,            0.002026,             0.00142,             0.00142,             0.00142
                 262,            0.020971,            0.006932,           0.0015411,             0.92344,             0.96077,             0.95209,             0.56014,            0.027626,           0.0054026,           0.0019298,            0.001387,            0.001387,            0.001387
                 263,            0.022073,           0.0065495,           0.0023228,             0.93177,             0.95328,             0.95163,             0.56732,            0.027076,           0.0053024,           0.0019831,            0.001354,            0.001354,            0.001354
                 264,             0.02046,           0.0064022,           0.0017075,             0.94779,             0.94296,             0.95019,             0.56929,            0.027345,           0.0053094,           0.0020569,            0.001321,            0.001321,            0.001321
